First Name,Last Name,Hash ID,Counselor Name,High School,School CEEB Code,Rank,NPC,Predicted_Probabilty
Jordyn,Ritchie,kk993,Lainie Cockrum,,,22459,No,0.142100811
Shemar,Goins,kdgaG,Tommy Newton,,,22465,No,0.141462386
Autumn,Mcdaniel,MAqjv,Lainie Cockrum,,,22466,No,0.141198128
Laura,Little,g5gd5,Lainie Cockrum,Bald Knob High School,40095,22467,No,0.140224278
Madisyn,Lindstrom,jqRAA,Kiara  Sims,,,22468,No,0.140024319
Katherine,Conway,xRZN4,Kiara  Sims,,,22468,No,0.140024319
Chloe,White,qdGPN,Kiara  Sims,,,22468,No,0.140024319
Hannah,Kuehn,Y2dKg,Kiara  Sims,,,22471,No,0.139940396
Abby,Boothe,3YbKg,Kiara  Sims,,,22471,No,0.139940396
Amanda,Moore,3Ybyj,Kiara  Sims,,,22471,No,0.139940396
Grecia,Rodriguez,Y2EjM,Kiara  Sims,,,22471,No,0.139940396
Fabiola,Vazquez Diaz,7zMp2,Charles Fancyboy,,,22471,No,0.139940396
Sarah,Shook,vYxQG,Kiara  Sims,,,22471,No,0.139940396
Lydia,Shaddox,Z7q7X,Kiara  Sims,,,22471,No,0.139940396
Hallie,Haddinger,9GaKR,Kiara  Sims,,,22471,No,0.139940396
Allie,Bowerman,z7d59,Kiara  Sims,,,22471,No,0.139940396
Kamryn,Moseley,z7Eyp,Kiara  Sims,,,22471,No,0.139940396
Makenna,Lamb,pGNdK,Charles Fancyboy,,,22471,No,0.139940396
Italia,Palos,GqgQx,Kiara  Sims,,,22471,No,0.139940396
Anastasia,Hays,7zQ7k,Kiara  Sims,,,22471,No,0.139940396
Emma,Rathmell,5zpA4,Kiara  Sims,,,22471,No,0.139940396
Khira,Ward,MAp3Y,Kiara  Sims,,,22471,No,0.139940396
Sydney,Rowe,gKpjg,Lainie Cockrum,,,22471,No,0.139940396
Brinley,Huebert,j3RgV,Kiara  Sims,,,22471,No,0.139940396
Ashley,Sanders,AQk3R,Kiara  Sims,,,22471,No,0.139940396
Anna,Raymond,V795D,Kiara  Sims,,,22471,No,0.139940396
Valerie,Guerra,PdZYa,Kiara  Sims,,,22471,No,0.139940396
Alyssa,Chandler,V75EG,Kiara  Sims,,,22471,No,0.139940396
Madelin,Majano,EdRgQ,Kiara  Sims,,,22471,No,0.139940396
Anna,Cook,qp5Yq,Kiara  Sims,,,22471,No,0.139940396
Mallory,Ellison,qp5nR,Kiara  Sims,,,22471,No,0.139940396
Olivia,Summerhill,V7NkR,Kiara  Sims,,,22471,No,0.139940396
Faith,Thomason,V7N4v,Kiara  Sims,,,22471,No,0.139940396
Lauryn,Renick,4zE25,Kiara  Sims,,,22471,No,0.139940396
Annelise,Briese,XEA3p,Kiara  Sims,,,22471,No,0.139940396
Camila,Contreras,Y74D5,Kiara  Sims,,,22471,No,0.139940396
Journey,Wilson,Y74V3,Kiara  Sims,,,22471,No,0.139940396
Celeste,Cisneros,z7yNk,Kiara  Sims,,,22471,No,0.139940396
Angela,Paladino,2VQEQ,,,,22471,No,0.139940396
Makayla,Malotte,GqNYK,Kiara  Sims,,,22471,No,0.139940396
Mayleee,Maynard,bNP42,Kiara  Sims,,,22471,No,0.139940396
Summer,Smiley,D5q9b,Kiara  Sims,,,22471,No,0.139940396
Ariel,Couch,E9pDq,Kiara  Sims,,,22471,No,0.139940396
Aubrey,Lee,34qMK,Kiara  Sims,,,22471,No,0.139940396
Autumn,Moore,2AqPY,Kiara  Sims,,,22471,No,0.139940396
Hadley,Ward,xQVqd,Kiara  Sims,,,22471,No,0.139940396
Gabriela,Vides,93qPb,Kiara  Sims,,,22471,No,0.139940396
Grace,Moore,937z5,Kiara  Sims,,,22471,No,0.139940396
Olorunfemi,Folarin,nA7RR,Kiara  Sims,,,22471,No,0.139940396
Cailin,Kok,dV4p2,Kiara  Sims,,,22471,No,0.139940396
Barlow,Brenner,XqKMA,Kiara  Sims,,,22514,No,0.1398433
Alayna,Crabtree,GnMYk,Kiara  Sims,,,22515,No,0.139618725
Alainna,Williams,AVQX7,Lainie Cockrum,,,22515,No,0.139618725
Bryan,Flores,5zbp7,Kiara  Sims,,,22517,No,0.139430329
Alfredo,Juarez,pGZqv,Kiara  Sims,,,22517,No,0.139430329
Mike,Smith,Y79zd,Kiara  Sims,,,22517,No,0.139430329
Justin,Williams,kEEPY,Kiara  Sims,,,22517,No,0.139430329
Noah,Ziegler,MAyD9,Kiara  Sims,,,22517,No,0.139430329
Layton,Maienschein,Gqp7d,Kiara  Sims,,,22517,No,0.139430329
Gage,Rogers,N4KaR,Kiara  Sims,,,22517,No,0.139430329
Elijah,Huston,kEv3v,Kiara  Sims,,,22517,No,0.139430329
Daniel,Mojica,kEVZM,Kiara  Sims,,,22517,No,0.139430329
Joey,Stivers,ZNdPG,Kiara  Sims,,,22526,No,0.139266521
Alexandria,Porter,aaPn7,Lainie Cockrum,,,22527,No,0.139012113
Zane,Sumers,9xXDj,Lainie Cockrum,,,22528,No,0.138825372
Ray,Emery,jGAq5,Lainie Cockrum,,,22528,No,0.138825372
Kevian,Thomas,5yKbj,Kiara  Sims,,,22528,No,0.138825372
Amelia,Harrell,PNbYx,Lainie Cockrum,,,22528,No,0.138825372
Lex,Robbins,yYPgG,Lainie Cockrum,,,22528,No,0.138825372
Rasheena,Deford,QKv5b,Tommy Newton,,,22533,No,0.13827914
Ashanti,Pena,nQg5P,Kiara  Sims,,,22534,No,0.138092056
Kolby,Faircloth,Y9gDR,Kiara  Sims,Lincoln Academic Centr Exclnce,,22534,No,0.138092056
Olivia,Campbell,pvXYq,Lainie Cockrum,,,22536,No,0.137754604
Ashlyn,Long,vMEn3,Lainie Cockrum,,,22536,No,0.137754604
Jaden,Cooper,DNajp,Lainie Cockrum,,,22536,No,0.137754604
Nathen,Mullen,jZbEk,Lainie Cockrum,,,22536,No,0.137754604
Andrew,Safford,PGAYb,Lainie Cockrum,,,22536,No,0.137754604
Madison,Haney,g9qaY,Lainie Cockrum,,,22536,No,0.137754604
Matthew,Long,29XGg,Lainie Cockrum,,,22536,No,0.137754604
Tyler,Martin,y7Qq3,Lainie Cockrum,,,22536,No,0.137754604
Isaac,Gooch,5yYXn,Lainie Cockrum,,,22536,No,0.137754604
Nathan,Fuller,dNaDa,Lainie Cockrum,,,22536,No,0.137754604
Angela,Hoke,npYDY,Samantha Long,,,22536,No,0.137754604
Meagan,McDole,d4kdG,Lainie Cockrum,,,22536,No,0.137754604
Hana,Everhart,kkDnD,Lainie Cockrum,,,22536,Yes,0.137754604
Ethan,Strode,xQaYb,Lainie Cockrum,,,22536,No,0.137754604
Felicia,Brown,pE9aV,Tommy Newton,,,22550,No,0.137371093
Rachel,Garcia,qP5qx,Tommy Newton,,,22551,No,0.137223259
Emma,Gallagher,AQEjE,Lainie Cockrum,Valley Springs High School,42495,22552,No,0.136993319
Ashlynn,Manning,np34D,Lainie Cockrum,Cave City High School Career & College Preparatory,40405,22552,No,0.136993319
Peyton,Funk,QxNKZ,Kiara  Sims,,,22554,No,0.136680841
Garrett,Kuhl,E2Zxn,Kiara  Sims,,,22554,No,0.136680841
Oluwatobi,Babalola,E2Zj7,Kiara  Sims,,,22554,No,0.136680841
Parker,Waganer,Mapnb,Kiara  Sims,,,22554,No,0.136680841
Harish,Suresh,Xk72q,Kiara  Sims,,,22554,No,0.136680841
Ethan,Campbell,Ma7Qv,Kiara  Sims,,,22554,No,0.136680841
Caleb,Cynova,Ed2KM,Kiara  Sims,,,22554,No,0.136680841
John,Stoffer,QKjYz,Kiara  Sims,,,22554,No,0.136680841
Andrew,Maulding,gKp4j,,,,22554,No,0.136680841
Sarvarbek,Fazliddinov,d4a5b,Kiara  Sims,,,22554,No,0.136680841
Jacob,Samchez,kEZjZ,Kiara  Sims,,,22554,No,0.136680841
Lauren,Mooney,xRp4g,Kiara  Sims,,,22554,No,0.136680841
Esau,Serrano,d4zEX,Kiara  Sims,,,22554,No,0.136680841
Kaden,Rogers,vYdK2,Kiara  Sims,,,22554,No,0.136680841
Sophie,Crossnoe,gKVNK,Kiara  Sims,,,22554,No,0.136680841
Michelle,Leach,N4jxR,Kiara  Sims,,,22554,No,0.136680841
Malachi,Jenkins,gKYyG,Kiara  Sims,,,22554,No,0.136680841
Dallion,Miller,MAZVx,Kiara  Sims,,,22554,No,0.136680841
Rodrigo,Hernandez,GnjbV,Kiara  Sims,,,22554,No,0.136680841
Joshua,Blakely,xQkpd,Kiara  Sims,,,22554,No,0.136680841
Jefferson,Benavidez,ZKDd4,Kiara  Sims,,,22554,No,0.136680841
Kendell,Smith,DxDGn,Kiara  Sims,,,22554,No,0.136680841
Miguel,Abellan,MnbdV,Kiara  Sims,,,22554,No,0.136680841
Jaden,Crowley,xQzgK,Kiara  Sims,,,22554,No,0.136680841
Ervin,Sanchez,NXk2G,Kiara  Sims,,,22554,No,0.136680841
Kaitlyn,Keck,NkEdx,Kiara  Sims,Farmington Career Academies,40760,22579,No,0.136505052
Arlind,Dedushaj,xR2Q5,Kiara  Sims,,,22580,No,0.136255965
Sherlin,Joe,j3g4n,Kiara  Sims,,,22581,No,0.136043414
Taylor,Lyle,z7KZA,Kiara  Sims,,,22581,No,0.136043414
Mackenzie,Schofield,K29YG,Kiara  Sims,,,22581,No,0.136043414
Molly,Lough,7zaKE,Kiara  Sims,,,22581,No,0.136043414
Samira,Radjabova,z7xRx,Kiara  Sims,,,22581,No,0.136043414
Katherine,Wood,YdMEP,,,,22581,No,0.136043414
Jasion,Juarez,dV4Vv,Tommy Newton,,,22587,No,0.136035353
Rachel,Willett,9YQ3R,Kiara  Sims,,,22588,Yes,0.13580437
Amelia,Ganous,5zpKa,Kiara  Sims,,,22588,No,0.13580437
Sara,Faddis,AVMkQ,Kiara  Sims,,,22588,No,0.13580437
Abigail,Finney,zk3pR,Lainie Cockrum,,,22591,No,0.13574113
Lanier,Sadler,d4zzj,Tommy Newton,,,22592,No,0.134950474
Leah,Ramirez,qp55Z,Tommy Newton,,,22592,No,0.134950474
Jocelyn,Tarango,a2yyY,Tommy Newton,,,22592,No,0.134950474
Azralynn,Rayos,3zPPR,Tommy Newton,,,22592,No,0.134950474
Erin,Hale,bNXXk,Tommy Newton,,,22592,No,0.134950474
Jodie,Creel,pG44G,Tommy Newton,,,22592,No,0.134950474
Talana,Small,QKyDX,Tommy Newton,,,22598,No,0.134430215
Uriel,Garcia Mendoza,GnAp9,Kiara  Sims,,,22599,No,0.134381324
Lucas,Merriman,bkq7y,Kiara  Sims,,,22600,No,0.133930027
Alex,Cornelison,AQZ2M,Kiara  Sims,,,22600,No,0.133930027
Caleb,Sherrod,a2n4R,Lainie Cockrum,,,22600,No,0.133930027
Gonzalo,Flores,MAZjX,Kiara  Sims,,,22600,No,0.133930027
Michael,Jernigan,zgNZb,Kiara  Sims,,,22600,No,0.133930027
Matthew,Schrader,dV7gy,Kiara  Sims,,,22600,No,0.133930027
Canaan,Quinn,93xZk,Kiara  Sims,,,22600,No,0.133930027
Zander,Wilson,zgjxE,Kiara  Sims,,,22600,No,0.133930027
Jasmine,Johnston,pGj7K,Kiara  Sims,,,22608,No,0.133851349
Sescillia,Lira,V7a3R,Kiara  Sims,,,22608,No,0.133851349
Flor,Claustro,Z7Q9G,Kiara  Sims,,,22608,No,0.133851349
Daisy,Luna,Rq3yQ,Kiara  Sims,,,22608,No,0.133851349
Andrea,Sanabria,PdDXp,Kiara  Sims,,,22608,No,0.133851349
Madison,Stovall,n7NDd,Kiara  Sims,Wonderview High School,41045,22613,No,0.133838937
Kendrally,Fox,RQ2xz,Kiara  Sims,Paris High School,41970,22613,No,0.133838937
Cody,Craig,2Y7vD,Kiara  Sims,Russellville High School,42195,22613,No,0.133838937
Leandro,Abarca,GARM7,Kiara  Sims,Danville High School,40565,22613,No,0.133838937
Ciarra,Shoufler,AgaMY,Kiara  Sims,Dover High School,40650,22613,No,0.133838937
Maven,Cauthen,7VjyG,Kiara  Sims,Atkins High School,40075,22613,No,0.133838937
Alyssa,Albertson,MAEz3,Kiara  Sims,Southside High School,40837,22613,No,0.133838937
Mark,Moseley,Z7Qbd,Kiara  Sims,Pottsville High School,42090,22613,No,0.133838937
Jordan,Rogers,j3DkK,Kiara  Sims,Atkins High School,40075,22613,No,0.133838937
Brianna,French,d4KYq,Kiara  Sims,Northside High School,40835,22613,No,0.133838937
Kylie,Waeltz,Pdvgv,Kiara  Sims,Russellville High School,42195,22613,No,0.133838937
Kadence,Douglas,qpknR,Kiara  Sims,Southside High School,40837,22613,No,0.133838937
Alysia,Fleming,Y7Z9p,Kiara  Sims,Northside High School,40835,22613,No,0.133838937
Itzel,Trinidad,kaykv,Tommy Newton,,,22626,No,0.133494034
Lexi,Killingsworth,V7QgM,Tommy Newton,,,22626,No,0.133494034
Maribel,Cruz,AQZdg,Kiara  Sims,,,22626,No,0.133494034
Grace,Elmore,npx39,,,,22626,No,0.133494034
Blakley,Simpson,XE7Kq,Tommy Newton,,,22626,No,0.133494034
Fati,Olivo,2VPD7,,,,22626,No,0.133494034
Keshyla,Mchenry,Z75Yz,Tommy Newton,,,22626,No,0.133494034
Harlie,Schalchlin,E9MK3,Tommy Newton,,,22626,No,0.133494034
Uueu,Sshsj,NXY3v,,,,22626,No,0.133494034
Beenda,Frank,Gnbvb,,,,22626,No,0.133494034
Emaline,Joseph,kkd2G,,,,22626,No,0.133494034
Elizabeth,Craddock,kkapb,Tommy Newton,,,22626,No,0.133494034
Yashiri,Campuzano,kEMnj,Kiara  Sims,,,22638,No,0.132705778
Autumn,Ragland,XaagR,Kiara  Sims,,,22639,No,0.132673427
Taylor,Racher,ZMNxq,Kiara  Sims,,,22639,No,0.132673427
Madison,McDonald,AQ9Kp,Kiara  Sims,,,22639,No,0.132673427
Jocelyn,Sanchez,9G9ax,Kiara  Sims,,,22639,No,0.132673427
Bryana,Quintanilla,d4jPy,Kiara  Sims,,,22639,No,0.132673427
Demi,Rosser,bN7Xj,Kiara  Sims,,,22639,No,0.132673427
Brooke,Diskey,4zM73,Kiara  Sims,,,22639,No,0.132673427
Trista,Peterson,9Gkyd,Kiara  Sims,,,22639,No,0.132673427
London,Thorn,pG3Kg,Kiara  Sims,,,22639,No,0.132673427
Amber,Melber,PdQ9x,Kiara  Sims,,,22639,No,0.132673427
Audree,Beavers,PdQKY,Kiara  Sims,,,22639,No,0.132673427
Mikayla,Smith,kEdGN,Kiara  Sims,,,22639,No,0.132673427
Jocelyn,Cordero,d4db2,Kiara  Sims,,,22639,No,0.132673427
Anna,Chupp,V7VZd,Kiara  Sims,,,22639,No,0.132673427
Annelise,Briese,kEGQD,Kiara  Sims,,,22639,No,0.132673427
Tatum,Wilson,Z7Xxd,Kiara  Sims,,,22639,No,0.132673427
Alondra,Giron,bNNpq,Kiara  Sims,,,22639,No,0.132673427
Michaela,Banks,3zzzP,Kiara  Sims,,,22639,No,0.132673427
Ailani,Perez,gKKqk,Kiara  Sims,,,22639,No,0.132673427
Kyleigh,Pruitt,gK79Q,Kiara  Sims,,,22639,No,0.132673427
Paige,Nixon,2VAR7,Kiara  Sims,,,22639,No,0.132673427
Mackenzie,Corp,AQVE5,Kiara  Sims,,,22639,No,0.132673427
Daniela,Herrera,Y7dXd,Kiara  Sims,,,22639,No,0.132673427
Abigail,Robinson,3zX4P,Kiara  Sims,,,22639,No,0.132673427
Naudia,Lamar,9GvbG,Kiara  Sims,,,22639,No,0.132673427
Chloe,Jennings,EdqNE,Kiara  Sims,,,22639,No,0.132673427
Lesly,Reyes,3zjZ2,Kiara  Sims,,,22639,No,0.132673427
Lexi,Gunter,7zKnM,Kiara  Sims,,,22639,No,0.132673427
Joselyn,Phillipswilliams,vYNNy,Kiara  Sims,,,22639,No,0.132673427
Kyleigh,Pruitt,a2QM5,Kiara  Sims,,,22639,No,0.132673427
Haley,Jones,yYEbx,Kiara  Sims,,,22639,No,0.132673427
Evelyn,Hernandez,2VXdy,Kiara  Sims,,,22639,No,0.132673427
Tabitha,Hale,d4vdK,Kiara  Sims,,,22639,No,0.132673427
Jillian,Elington,j3Xx9,Kiara  Sims,,,22639,No,0.132673427
Elliot,Rankin,ZK4xz,Kiara  Sims,,,22673,No,0.132653773
Chau,Pham,d4p4M,Kiara  Sims,Southside High School,40837,22674,No,0.132127255
Beck,Strasters,aadZ9,Kiara  Sims,,,22675,No,0.131711215
Carrigan,Cossey,nGVnK,Tommy Newton,,,22676,No,0.131600201
Dakota,Kitchens,nQpg5,Tommy Newton,,,22677,No,0.131255224
Liana,Leyva,QKky5,Tommy Newton,,,22677,No,0.131255224
Edder,Ronquillo,kEZyK,Tommy Newton,,,22677,No,0.131255224
Savannah,Carrillo,4zPPD,Tommy Newton,,,22677,No,0.131255224
Haleigh,Osborne,3zy9p,Kiara  Sims,,,22681,No,0.131153867
Addison,Kaiser,xQz45,Kiara  Sims,,,22681,No,0.131153867
Paulo,Uribe,2Rqy5,Kiara  Sims,,,22683,No,0.130556241
Jamoni,Benton,V7MAZ,Kiara  Sims,,,22683,No,0.130556241
Jay,Thompson,vYG5z,Kiara  Sims,,,22683,No,0.130556241
Bryan,Morales,xRvGp,Kiara  Sims,,,22683,No,0.130556241
Jaydin,Cowan,9GxZ7,Kiara  Sims,,,22683,No,0.130556241
Jaydin,Blount,vYMQR,Kiara  Sims,,,22683,No,0.130556241
Terry,Holden,5z2Yg,Kiara  Sims,,,22683,No,0.130556241
Isiah,Cates,qpxXN,Kiara  Sims,,,22683,No,0.130556241
Edward,Duran,j3a7d,Kiara  Sims,,,22683,No,0.130556241
Leandro,Contreras,7zNDP,Kiara  Sims,,,22683,No,0.130556241
Alexson,Phommachanh,Rqvkq,Kiara  Sims,,,22683,No,0.130556241
Maya,Eriksen,bVD9p,Kiara  Sims,,,22694,No,0.129816979
Jaxson,Davis,RQzDx,Kiara  Sims,,,22695,No,0.12940295
Evan,Anderson,j37b7,Kiara  Sims,,,22695,No,0.12940295
Devan,Fitepatrick,GqDvq,Kiara  Sims,,,22695,No,0.12940295
Nikolas,Galbraith,vYjy7,Kiara  Sims,,,22695,No,0.12940295
Stephen,Sexton,V7EyD,Kiara  Sims,,,22695,No,0.12940295
Ezequiel,Rodriguez,7z99K,Kiara  Sims,,,22695,No,0.12940295
Heath,Deese,yYvkq,Kiara  Sims,,,22695,No,0.12940295
Carson,Willis,4zxMN,Kiara  Sims,,,22695,No,0.12940295
Leonel,Aguirre,Gq5d2,Kiara  Sims,,,22695,No,0.12940295
Cannon,Bean,GqKXY,Kiara  Sims,,,22695,No,0.12940295
Daniel,Vasquez,Ed5k4,Kiara  Sims,,,22695,No,0.12940295
William,Ruan,GqAMQ,Kiara  Sims,,,22695,No,0.12940295
Caden,Randcipk,d4NpN,Kiara  Sims,,,22695,No,0.12940295
Noah,Scherer,4zGg5,Kiara  Sims,,,22695,No,0.12940295
Carter,Hensley,Ed24x,Kiara  Sims,,,22695,No,0.12940295
Thomas,Feemster,gKK5j,Kiara  Sims,,,22695,No,0.12940295
Cade,Carter,kEEpv,Kiara  Sims,,,22695,No,0.12940295
Logan,Martin,z7gpd,Kiara  Sims,,,22695,No,0.12940295
Malachi,Bierman,MAy47,Kiara  Sims,,,22695,No,0.12940295
Ryder,Orr,2V5j9,Kiara  Sims,,,22695,No,0.12940295
Jakob,Sides,XERQx,Kiara  Sims,,,22695,No,0.12940295
Abel,Ramires,gKZnV,Kiara  Sims,,,22695,No,0.12940295
Will,Hellard,K2jEY,Kiara  Sims,,,22695,No,0.12940295
James,Middleton,Rq53y,Kiara  Sims,,,22695,No,0.12940295
Logan,Martin,Z7n5v,Kiara  Sims,,,22695,No,0.12940295
Nicholas,Lyons,5z29G,Kiara  Sims,,,22695,No,0.12940295
Joshua,Korpella,4z223,Kiara  Sims,,,22695,No,0.12940295
Alexis,Interiano,qpxyQ,Kiara  Sims,,,22695,No,0.12940295
Christian,Chavez,V7YXR,Kiara  Sims,,,22695,No,0.12940295
Ervin,Sanchez,qpykY,Kiara  Sims,,,22695,No,0.12940295
Amery,Phiipa,N4yKd,Kiara  Sims,,,22695,No,0.12940295
Ashton,Crosley,d4bbp,Kiara  Sims,,,22695,No,0.12940295
Rachael,Dyer,Nb2YV,Kiara  Sims,,,22727,No,0.129071474
Cynthia,Fausett,bNYxA,Lainie Cockrum,,,22727,No,0.129071474
Sophia,Brooks,V72KX,Lainie Cockrum,,,22727,No,0.129071474
Jaden,Dodson,v7V5v,Kiara  Sims,Robinson High School,41430,22730,No,0.129024297
Cadan,Masters,zgXaY,Kiara  Sims,,,22731,No,0.128014848
Joshua,Gottsponer,PNkVA,Lainie Cockrum,,,22732,No,0.127733499
Devyn,Larkins,z7KMy,Kiara  Sims,,,22733,No,0.127704516
Caleb,Tittel,KRKqQ,,,,22733,No,0.127704516
Lauryn,Holloway,2975M,Shelby LeGardye,,,22735,No,0.127689466
Cassie,Gowin,yYda4,Kiara  Sims,,,22735,Yes,0.127689466
Callie,Bone,QKy2X,Kiara  Sims,,,22735,No,0.127689466
Alisa,Lamb,RqXbM,Shelby LeGardye,,,22735,No,0.127689466
Haylee,Peacock,YdaYV,Kiara  Sims,,,22735,No,0.127689466
Zaria,Montgomery,g7GDz,Kiara  Sims,,,22735,No,0.127689466
Ethel-Jean,Garza,xQzNK,,,,22735,No,0.127689466
Macey,Wilson,D4bZz,Lainie Cockrum,,,22742,No,0.127045453
Nathan,Fuller,dVpbD,Lainie Cockrum,,,22743,No,0.126941785
Ryan,Goldie,Y2n5N,Lainie Cockrum,,,22744,No,0.126028135
Robert,Lutgen,bNYDV,Lainie Cockrum,,,22744,No,0.126028135
Ryan,Tracy,34Mx7,Kiara  Sims,,,22744,No,0.126028135
Ethan,Brumley,Z7vvj,Lainie Cockrum,,,22747,No,0.125965804
Ella,Blackstock,3MMgG,Kiara  Sims,,,22748,No,0.124423243
Avery,Herrera,pvvgZ,Kiara  Sims,,,22748,No,0.124423243
Evelyn,Mateos,dYYn7,Kiara  Sims,,,22748,No,0.124423243
Gretchen,Mohlhenrich,VVzXV,Kiara  Sims,,,22748,No,0.124423243
Alyssa,Matthews,kRvA7,Kiara  Sims,,,22748,No,0.124423243
Vanessa,Whala,29z3z,Kiara  Sims,,,22748,No,0.124423243
Izabelle,Simonian,qRyjK,Kiara  Sims,,,22748,No,0.124423243
Jaidyn,Evants,9xPdk,Kiara  Sims,,,22748,No,0.124423243
Elyana,Martinez,gGEyG,Kiara  Sims,,,22748,No,0.124423243
Alejandra,Iturriaga Centeno,kGDzk,Kiara  Sims,,,22748,No,0.124423243
Brittany,Ryals,E2RPR,Kiara  Sims,,,22748,No,0.124423243
Ella,Blackstock,qv2A4,Kiara  Sims,,,22748,No,0.124423243
Maverick,Whitlow,7VDaM,Kiara  Sims,,,22748,No,0.124423243
Kara,Wright,5yZQN,Kiara  Sims,,,22748,No,0.124423243
Anna,Collins,AgaEv,Kiara  Sims,,,22748,No,0.124423243
Lydia,Foster,NkN9P,Kiara  Sims,,,22748,No,0.124423243
Trinity,Davis,y7RAA,Kiara  Sims,,,22748,Yes,0.124423243
Anna,Howard,7Vaay,Kiara  Sims,,,22748,No,0.124423243
Jessa,Richardson,7VXpD,Kiara  Sims,,,22748,No,0.124423243
Morgan,Murphy,Dkgkz,Kiara  Sims,,,22748,No,0.124423243
Cali,Morland,qvn3Y,Kiara  Sims,,,22748,No,0.124423243
Zoey,Baker,XkzvA,Kiara  Sims,,,22748,No,0.124423243
Karley,Havens,NkaNz,Kiara  Sims,,,22748,No,0.124423243
Chloe,Middleton,PNkyg,Kiara  Sims,,,22748,No,0.124423243
Kinlie,Stone,j37X2,Kiara  Sims,,,22748,No,0.124423243
Isabella,Goodall,j37dZ,Kiara  Sims,,,22748,No,0.124423243
Roxette,Rodas,MAVbM,Kiara  Sims,,,22748,No,0.124423243
Emmy,May,MAVE4,Kiara  Sims,,,22748,No,0.124423243
Ashleish,Callan,2VKAQ,Kiara  Sims,,,22748,No,0.124423243
Abree,McCrotty,yYZAx,Kiara  Sims,,,22748,No,0.124423243
Kylee,Hodge,pGvGd,Kiara  Sims,,,22748,No,0.124423243
Tavia,Carter,bN3AP,Kiara  Sims,,,22748,No,0.124423243
I'Niyah,Shaw,kERMV,Kiara  Sims,,,22748,No,0.124423243
Sarah,Stringer,Z7XgP,Kiara  Sims,,,22748,No,0.124423243
Summer,Wilds,V7Gzg,Kiara  Sims,,,22748,No,0.124423243
Hailey,Hadley,RqEKR,Kiara  Sims,,,22748,No,0.124423243
Addison,Welshans,Pdd7d,Kiara  Sims,,,22748,No,0.124423243
Alexis,Foster,GqqGy,Kiara  Sims,,,22748,No,0.124423243
Tara,Williams,qppA2,Kiara  Sims,,,22748,No,0.124423243
Sydney,Stalnaker,N4X4N,Kiara  Sims,,,22748,No,0.124423243
Gwyn,McGregor,qpa42,Kiara  Sims,,,22748,No,0.124423243
Jaylyn,Bryant,gKZGQ,Kiara  Sims,,,22748,No,0.124423243
Rylie,King,vYgYq,Kiara  Sims,,,22748,No,0.124423243
Kylie,McCarthy,5z5xN,Kiara  Sims,,,22748,No,0.124423243
Madison,Southard,pGA9R,Kiara  Sims,,,22748,No,0.124423243
Madalynn,Rhoades,xR3Mj,Kiara  Sims,,,22748,No,0.124423243
Lakin,Rhoades,a2vyj,Kiara  Sims,,,22748,No,0.124423243
Nichole,Shibley,5zN24,Kiara  Sims,,,22748,No,0.124423243
Yenci,Hernandez,D5XXv,Kiara  Sims,,,22748,No,0.124423243
Katana,Battenfield,MA575,Kiara  Sims,,,22748,No,0.124423243
Kala,Nelms,Z7RDd,Kiara  Sims,,,22748,No,0.124423243
Emilee,Edison,a2kGV,Kiara  Sims,,,22748,No,0.124423243
Stephany,Dominguez,vY9Zd,Kiara  Sims,,,22748,No,0.124423243
Amanda,Ramirez,MANbp,Kiara  Sims,,,22748,No,0.124423243
Giselle,Galvan,9G44b,Kiara  Sims,,,22748,No,0.124423243
Aubrey,Hahn,AQpD4,Kiara  Sims,,,22748,No,0.124423243
Natalie,Marine,AQAyd,Kiara  Sims,,,22748,No,0.124423243
Talayla,Yarbrough,gKQy3,Kiara  Sims,,,22748,No,0.124423243
Emmy,Phan,np9RQ,Kiara  Sims,,,22748,No,0.124423243
Aurora,Harris,d4bA7,Kiara  Sims,,,22748,No,0.124423243
Abigail,Carabajal,vYAbQ,Kiara  Sims,,,22748,No,0.124423243
Kayden,Ellis,a2K3Z,Kiara  Sims,,,22748,No,0.124423243
Rylie,Boley,d4aQ5,Kiara  Sims,,,22748,No,0.124423243
Yahilyn,Nevarez,Q2dEb,Kiara  Sims,Gentry High School,40875,22811,No,0.124089263
Joanna,Saunders,qvN4j,Kiara  Sims,Haas Hall Academy-Fayetteville,42762,22811,No,0.124089263
Marlene,Garcia,4zXkb,Kiara  Sims,Springdale Har-Ber High School,42147,22811,No,0.124089263
Adrian,Martinez,AQ7YA,Kiara  Sims,Springdale Har-Ber High School,42147,22811,No,0.124089263
Anna,Gatlin,K2Yzb,Kiara  Sims,Siloam Springs High School,42280,22811,No,0.124089263
Bryan,Luong,N4zpV,Kiara  Sims,Rogers High School,42165,22811,No,0.124089263
Michael,Miller,kE4vG,Kiara  Sims,Bentonville High School,40175,22811,No,0.124089263
Lindsey,Avila Gomez,vYaZ4,Kiara  Sims,Springdale Har-Ber High School,42147,22811,No,0.124089263
Dianna,Jaimes,vYaAn,Kiara  Sims,Springdale High School,42315,22811,No,0.124089263
Arely,Maldonado-Morales,AQpj9,Kiara  Sims,Springdale High School,42315,22811,No,0.124089263
Esme,Voorheis,QKjDj,Kiara  Sims,Fayetteville High School,40770,22811,No,0.124089263
Ava,Moore,V7vvz,Kiara  Sims,Springdale High School,42315,22811,No,0.124089263
